enc_input,dec_input
चैत्र शुद्ध प्रतिपदाके दिन महाराष्ट्र राज्यमे वर्षारंभादिन के रुपमे मनाते हुए उसी दिन को गुड़ी पड़वा कहते है.,चैत्र शुद्ध प्रतिपदाके दिन महाराष्ट्र राज्यमे वर्षारंभादिन के रुपमे मनाते हुए उसी दिन को गुड़ी पड़वा कहते हैं.
अनोआ ई डब्ल्यूडब्ल्यूई से अनुबंधित है जहाँ वे अपने अखाडे के नाम रोमन रेन्स से जाने जाते है.,अनोआ ई डब्ल्यूडब्ल्यूई से अनुबंधित है जहाँ वे अपने अखाडे के नाम रोमन रेन्स से जाने जाते हैं.
उनके एक बेटी भी है जिसके साथ वे अक्सर दिखते है.,उनके एक बेटी भी है जिसके साथ वे अक्सर दिखते हैं.
इनके अलावा ये 2014 में 2013 में आईपीएल की टीम रॉयल चैलेंजर्स बैंगलोर के लिए खेलते है.,इनके अलावा ये 2014 में 2013 में आईपीएल की टीम रॉयल चैलेंजर्स बैंगलोर के लिए खेलते हैं.
बिपुल शर्मा एक भारतीय क्रिकेट खिलाड़ी है जो इंडियन प्रीमियर लीग में सनराइजर्स हैदराबाद के लिए खेलते है.,बिपुल शर्मा एक भारतीय क्रिकेट खिलाड़ी है जो इंडियन प्रीमियर लीग में सनराइजर्स हैदराबाद के लिए खेलते हैं.
"यहाँ विषेश रूप से भूत पिशाचादि के उपचार हेतु लोग आते है, तथा बाबा की कॣपा से ठीक हो जाते है.","यहाँ विषेश रूप से भूत पिशाचादि के उपचार हेतु लोग आते हैं, तथा बाबा की कॣपा से ठीक हो जाते हैं."
"यहाँ विषेश रूप से भूत पिशाचादि के उपचार हेतु लोग आते है, तथा बाबा की कॣपा से ठीक हो जाते है.","यहाँ विषेश रूप से भूत पिशाचादि के उपचार हेतु लोग आते हैं, तथा बाबा की कॣपा से ठीक हो जाते हैं."
"यहाँ बालकों को काले धागे  गंडा  दिया जाता है, जिससे बच्चे भय मुक्त हो जाते है.","यहाँ बालकों को काले धागे  गंडा  दिया जाता है, जिससे बच्चे भय मुक्त हो जाते हैं."
"भारत के कुछ राज्यों में कुशवाह "" अत्यंत पिछड़ी जाति "" के रूप में वर्गीकृत किए गए है.","भारत के कुछ राज्यों में कुशवाह "" अत्यंत पिछड़ी जाति "" के रूप में वर्गीकृत किए गए हैं."
"पौधों के मध्य सम्प्रेषण में महत्वपूर्ण भूमिका निभाते है, तथा पौधों से जीवो को संदेश भेजते है.","पौधों के मध्य सम्प्रेषण में महत्वपूर्ण भूमिका निभाते हैं, तथा पौधों से जीवो को संदेश भेजते हैं."
"पौधों के मध्य सम्प्रेषण में महत्वपूर्ण भूमिका निभाते है, तथा पौधों से जीवो को संदेश भेजते है.","पौधों के मध्य सम्प्रेषण में महत्वपूर्ण भूमिका निभाते हैं, तथा पौधों से जीवो को संदेश भेजते हैं."
कुछ मानव स्वास्थ्य के लिए खतरनाक होते है व वातावरण को हानी पहुंचाते है.,कुछ मानव स्वास्थ्य के लिए खतरनाक होते हैं व वातावरण को हानी पहुंचाते हैं.
कुछ मानव स्वास्थ्य के लिए खतरनाक होते है व वातावरण को हानी पहुंचाते है.,कुछ मानव स्वास्थ्य के लिए खतरनाक होते हैं व वातावरण को हानी पहुंचाते हैं.
यह चित्र विब्बिन अध्ययन अध्यापन के मॉडलो को दर्शाता है जिनका हम उपयोग करते है.,यह चित्र विब्बिन अध्ययन अध्यापन के मॉडलो को दर्शाता है जिनका हम उपयोग करते हैं.
"आम तौर पर, एक सवाल पूछने का उद्देश्य स्वयम प्रश्नकर्ता के जानकारी प्राप्त करने के लिए है.","आम तौर पर, एक सवाल पूछने का उद्देश्य स्वयम प्रश्नकर्ता के जानकारी प्राप्त करने के लिए हैं."
यह किसी और को मदद करने के लिए है ताकि व्यक्ति.,यह किसी और को मदद करने के लिए हैं ताकि व्यक्ति.
वे विश्व कप वापस जीतने के लिए पहली टीम बन गया.,वे विश्व कप वापस जीतने के लिए पहली टीम बन गए.
""" नामक लेख मे रसल कहते है.",""" नामक लेख मे रसल कहते हैं."
१९५८ मे रसल अपनी नास्तिकता के लिए इस उपमान को कारण बताते है.,१९५८ मे रसल अपनी नास्तिकता के लिए इस उपमान को कारण बताते हैं.
जैन मंदिर कई निर्माण शैली में बनाए जाते है.,जैन मंदिर कई निर्माण शैली में बनाए जाते हैं.
उत्तर भारत के जैन मंदिर दक्षिण भारत के जैन मंदिरों से काफ़ी भिन्न होते है.,उत्तर भारत के जैन मंदिर दक्षिण भारत के जैन मंदिरों से काफ़ी भिन्न होते हैं.
जैन मंदिर दो प्रकार के होते है.,जैन मंदिर दो प्रकार के होते हैं.
छात्र अपनी शिक्षा की समझ का गुणात्मक तथा मात्रत्मक मूल्यांकन कंप्यूटर आधारित अंदाज़ में करते है.,छात्र अपनी शिक्षा की समझ का गुणात्मक तथा मात्रत्मक मूल्यांकन कंप्यूटर आधारित अंदाज़ में करते हैं.
एक शोध अध्ययन में यह जानकारी पाई गयी कि चार विश्वविद्यालयों के सिर्फ़ आधे छात्र व्याख्यान के वीडियो देखते है.,एक शोध अध्ययन में यह जानकारी पाई गयी कि चार विश्वविद्यालयों के सिर्फ़ आधे छात्र व्याख्यान के वीडियो देखते हैं.
यह पूर्वाग्रह तब भी देखने को मिलला है जब लोग अस्पष्ट सबूत को अपनी मौजूदा स्थिति का समर्थन करने के लिए प्रयोग करते है.,यह पूर्वाग्रह तब भी देखने को मिलला है जब लोग अस्पष्ट सबूत को अपनी मौजूदा स्थिति का समर्थन करने के लिए प्रयोग करते हैं.
वह दिगम्बर और श्वेताम्बर दोनों के द्वारा पूजे जाते है.,वह दिगम्बर और श्वेताम्बर दोनों के द्वारा पूजे जाते हैं.
"भोजन, कपड़े और जङी बूटी से बनी औषधियों के लेबल और विज्ञापन प्रकृति से अपील के सामान्य उदाहरण है.","भोजन, कपड़े और जङी बूटी से बनी औषधियों के लेबल और विज्ञापन प्रकृति से अपील के सामान्य उदाहरण हैं."
पहल के पीछे प्रमुख उद्देश्य रोजगार सृजन और अर्थव्यवस्था के 25 क्षेत्रों में कौशल विकास पर ध्यान केंद्रित करने के लिए है.,पहल के पीछे प्रमुख उद्देश्य रोजगार सृजन और अर्थव्यवस्था के 25 क्षेत्रों में कौशल विकास पर ध्यान केंद्रित करने के लिए हैं.
वे महाराजा भवानी सिंह के उत्तराधिकारी है.,वे महाराजा भवानी सिंह के उत्तराधिकारी हैं.
इन्हें पंचपरमेष्ठी कहते है ध्वज के पाँच रंग पंचपरमेष्ठी के प्रतीक है.,इन्हें पंचपरमेष्ठी कहते हैं ध्वज के पाँच रंग पंचपरमेष्ठी के प्रतीक है.
इसका मुख्यालय लाहौर में स्थापित है लेकिन मैच संयुक्त अरब अमीरात में खेला जाएगे.,इसका मुख्यालय लाहौर में स्थापित है लेकिन मैच संयुक्त अरब अमीरात में खेले जाएगे.
संज्ञेय अपराध सामान्यतः गंभीर होते है जिनमें पुलिस को तुरन्त कार्य करना होता है.,संज्ञेय अपराध सामान्यतः गंभीर होते हैं जिनमें पुलिस को तुरन्त कार्य करना होता है.
नानई लिसडा एतमाली एक छोटा सा गाँव हैं.,नानई लिसडा एतमाली एक छोटा सा गाँव है.
पत्रकारिता के फील्ड में पवन तिवारी हितेन्द्र शर्मा को अपना गुरू मानते है.,पत्रकारिता के फील्ड में पवन तिवारी हितेन्द्र शर्मा को अपना गुरू मानते हैं.
पौंग जलाशय और गोबिन्दसागर जलाशय हिमाचल प्रदेश में हिमालय की तलहटी में दो सबसे महत्वपूर्ण मछली वाले जलाशय है.,पौंग जलाशय और गोबिन्दसागर जलाशय हिमाचल प्रदेश में हिमालय की तलहटी में दो सबसे महत्वपूर्ण मछली वाले जलाशय हैं.
ये मुख्य रूप से पंजाबी फ़िल्मों के लिए जाने जाते है.,ये मुख्य रूप से पंजाबी फ़िल्मों के लिए जाने जाते हैं.
अभी अपने गांव में स्कूल में ही था की सिद्धार्थ ने साइनबोर्ड पेंटिंग शुरू कर दी थी.,अभी अपने गांव में स्कूल में ही थे की सिद्धार्थ ने साइनबोर्ड पेंटिंग शुरू कर दी थी.
यहां हर दिन २०० किलोग्राम तक की अनाज पक्षियों को खिलाते है.,यहां हर दिन २०० किलोग्राम तक की अनाज पक्षियों को खिलाते हैं.
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
मन्दिर मुख्यतः काले चूहों के लिए प्रसिद्ध है इस पवित्र मन्दिर में लगभग २०००० काले चूहे रहते है.,मन्दिर मुख्यतः काले चूहों के लिए प्रसिद्ध है इस पवित्र मन्दिर में लगभग २०००० काले चूहे रहते हैं.
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
यह महाराणा प्रताप से पहले का है और यहां हर दिन हज़ारोंआगंतुकों आते है.,यह महाराणा प्रताप से पहले का है और यहां हर दिन हज़ारोंआगंतुकों आते हैं.
वे वर्तमान नेपाल की राष्ट्रपति श्रीमति बिद्या देवी भंडारी के पति है.,वे वर्तमान नेपाल की राष्ट्रपति श्रीमति बिद्या देवी भंडारी के पति हैं.
वे वर्तमान नेपाल की राष्ट्रपति श्रीमति बिद्या देवी भंडारी के पति हैं.,वे वर्तमान नेपाल की राष्ट्रपति श्रीमति बिद्या देवी भंडारी के पति है.
इस पर इलेक्ट्रॉन इस प्रकार स्थित होते है कि उससे एक स्थिर व स्थायी वैद्युत व्यवस्था प्राप्त हो जाती है.,इस पर इलेक्ट्रॉन इस प्रकार स्थित होते हैं कि उससे एक स्थिर व स्थायी वैद्युत व्यवस्था प्राप्त हो जाती है.
तीर्थंकर सरलता से जैन दर्शन का उपदेश देते है.,तीर्थंकर सरलता से जैन दर्शन का उपदेश देते हैं.
द्वारका में द्वारकाधीश का मुख्य मन्दिर जगत मन्दिर के नाम से जाने जाता है.,द्वारका में द्वारकाधीश का मुख्य मन्दिर जगत मन्दिर के नाम से जाना जाता है.
वह आधुनिक नज़्म संग्रहों का लेखक है.,वह आधुनिक नज़्म संग्रहों के लेखक हैं.
इनमें सबसे पहला विकेटकीपर फारुख इंजीनियर था तथा सबसे ज्यादा कैच और स्टम्पिंग का रिकॉर्ड महेंद्र सिंह धोनी के नाम है.,इनमें सबसे पहला विकेटकीपर फारुख इंजीनियर थे तथा सबसे ज्यादा कैच और स्टम्पिंग का रिकॉर्ड महेंद्र सिंह धोनी के नाम है.
"नागवंशी के वंशज "" नागराज वासुकी की पूजा करते है.","नागवंशी के वंशज "" नागराज वासुकी की पूजा करते हैं."
मीणा जनजाति के लोग हिन्दू धर्मावलंबी होते है जो कि भगवान शिव एवं दुर्गा की सर्वाधिक पूजा करते है.,मीणा जनजाति के लोग हिन्दू धर्मावलंबी होते हैं जो कि भगवान शिव एवं दुर्गा की सर्वाधिक पूजा करते हैं.
मीणा जनजाति के लोग हिन्दू धर्मावलंबी होते है जो कि भगवान शिव एवं दुर्गा की सर्वाधिक पूजा करते है.,मीणा जनजाति के लोग हिन्दू धर्मावलंबी होते हैं जो कि भगवान शिव एवं दुर्गा की सर्वाधिक पूजा करते हैं.
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
लोग सामान्य वर्ग को छोड़कर ट्रेन में यात्रा करने के लिए एक उन्नत आरक्षण टिकट ले सकते है.,लोग सामान्य वर्ग को छोड़कर ट्रेन में यात्रा करने के लिए एक उन्नत आरक्षण टिकट ले सकते हैं.
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
कार्तिक पूर्णिमा त्योहार के दौरान यहां मन्दिर में हज़ारों की संख्या में भक्तजन आते रहते है.,कार्तिक पूर्णिमा त्योहार के दौरान यहां मन्दिर में हज़ारों की संख्या में भक्तजन आते रहते हैं.
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
"गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ है.","गाँव में विद्यालय, पंचायत घर जैसी सुविधाएँ हैं."
ऐसे ही झूठ बातों से कई लोग विश्वास कर जाते है.,ऐसे ही झूठ बातों से कई लोग विश्वास कर जाते हैं.
"इसके प्रमुख संगीत के क्षेत्र जोधपुर, जयपुर, जैसलमेर तथा उदयपुर इत्यादि माने जाते है.","इसके प्रमुख संगीत के क्षेत्र जोधपुर, जयपुर, जैसलमेर तथा उदयपुर इत्यादि माने जाते हैं."
इनके अलावा विभिन्न जातियों के संगीतकार अलग अलग तरीकों से गायन करते है.,इनके अलावा विभिन्न जातियों के संगीतकार अलग अलग तरीकों से गायन करते हैं.
इनके अलावा विभिन्न जातियों के लोग अलग अलग तरीक़ों से गायन करते है.,इनके अलावा विभिन्न जातियों के लोग अलग अलग तरीक़ों से गायन करते हैं.
सपेरा बीन बजाके सांप को नचाता है तो भोपा फड़ में गायन करते है.,सपेरा बीन बजाके सांप को नचाता है तो भोपा फड़ में गायन करते हैं.
ढोली समुदाय के लोग ब्याह शादियों में अपना संगीत प्रस्तुत करते है साथ ही समुदाय के लोग विशेषरूप से माजीसा के भजन करते है.,ढोली समुदाय के लोग ब्याह शादियों में अपना संगीत प्रस्तुत करते है साथ ही समुदाय के लोग विशेषरूप से माजीसा के भजन करते हैं.
राजस्थान के संगीत में लोकदेवताओं पर भी काफी गीत गाये गए है.,राजस्थान के संगीत में लोकदेवताओं पर भी काफी गीत गाये गए हैं.
"जीरा, पुदीना, सांगरी इत्यादि पर गीत गाये जा रहे है.","जीरा, पुदीना, सांगरी इत्यादि पर गीत गाये जा रहे हैं."
खरखरा तथा नज़दीकी स्थल के लोग चौमुखा भैरवी की पूजा पाठ करते रहते है.,खरखरा तथा नज़दीकी स्थल के लोग चौमुखा भैरवी की पूजा पाठ करते रहते हैं.
फरवरी के माह में अष्टमी के दिन स्थानीय लोग जागरण का आयोजन करते है.,फरवरी के माह में अष्टमी के दिन स्थानीय लोग जागरण का आयोजन करते हैं.
फ़िल्म का निर्देशन ए आर मुरुगाडॉस कर रहे है तथा फ़िल्म के मुख्य किरदार सोनाक्षी सिन्हा तथा मिथुन चक्रवर्ती है.,फ़िल्म का निर्देशन ए आर मुरुगाडॉस कर रहे हैं तथा फ़िल्म के मुख्य किरदार सोनाक्षी सिन्हा तथा मिथुन चक्रवर्ती है.
मेरे पापा भी पत्रकार था.,मेरे पापा भी पत्रकार थे.
मेरी मात्र भाषा मलयालम है.,मेरी मात्र भाषा मलयालम हैं.
हम सरल और बहुत ही साधारण लोग है.,हम सरल और बहुत ही साधारण लोग हैं.
मेरे पिता की उम्र 50 है और वह एक पर्यवेक्षक है और ईनफन्ट ट्रावेल्स के लिए काम करता है.,मेरे पिता की उम्र 50 है और वह एक पर्यवेक्षक है और ईनफन्ट ट्रावेल्स के लिए काम करता हैं.
मेरी माँ की उम्र 48 है और एक गृहिणी है.,मेरी माँ की उम्र 48 है और एक गृहिणी हैं.
मेरी बहन एक अंतरराष्ट्रीय बैंक के लिए काम करती है.,मेरी बहन एक अंतरराष्ट्रीय बैंक के लिए काम करती हैं.
"मेरी नाम "" स्मृती आर सूनील "" है.","मेरा नाम "" स्मृती आर सूनील "" हैं."
मेरी मात्र भाषा मलयालम है.,मेरी मात्र भाषा मलयालम हैं.
हम सरल और बहुत ही साधारण लोग है.,हम सरल और बहुत ही साधारण लोग हैं.
मेरे पिता की उम्र 50 है और वह एक पर्यवेक्षक है और ईनफन्ट ट्रावेल्स के लिए काम करता है.,मेरे पिता की उम्र 50 है और वह एक पर्यवेक्षक है और ईनफन्ट ट्रावेल्स के लिए काम करता हैं.
मेरी माँ की उम्र 48 है और एक गृहिणी है.,मेरी माँ की उम्र 48 है और एक गृहिणी हैं.
मेरी बहन एक अंतरराष्ट्रीय बैंक के लिए काम करती है.,मेरी बहन एक अंतरराष्ट्रीय बैंक के लिए काम करती हैं.
मुझे मीडिया क्षेत्र मे बहुत दिलचस्पी हैं.,मुझे मीडिया क्षेत्र मे बहुत दिलचस्पी है.
मैने जगह जगह पर नृत्य प्रदर्शन किया हैं.,मैने जगह जगह पर नृत्य प्रदर्शन किया है.
मेरे लिये मेरा परिवार सबसे जरूरी हैं.,मेरे लिये मेरा परिवार सबसे जरूरी है.
"मुझे नए लोगो से मिलना, उनसे बात करना बहुत पसंद हैं.","मुझे नए लोगो से मिलना, उनसे बात करना बहुत पसंद है."
मैं समाज की सेवा और गरीब लोगों की मदद करना अच्छा लगता है.,मैं समाज की सेवा और गरीब लोगों की मदद करना अच्छा लगती है.
स्कन्दपुराणके अनुसार यह क्षेत्र पञ्च द्रविडमे से एक है.,स्कन्दपुराणके अनुसार यह क्षेत्र पञ्च द्रविडमे से एक हैं.
यह एक निजी संस्थान के रूप में शुरू की गई थी.,यह एक निजी संस्थान के रूप में शुरू किया गई था.
यह एक निजी संस्थान के रूप में शुरू की गई थी.,यह एक निजी संस्थान के रूप में शुरू किया गई था.
यह मुख्य रूप से ग्रामीण क्षेत्रों में ही बनाए जाते है.,यह मुख्य रूप से ग्रामीण क्षेत्रों में ही बनाए जाते हैं.
टांका सामान्यतया गोलाकार का ही होता है लेकिन वर्तमान में चोकोर टांके भी बनाए जाते है.,टांका सामान्यतया गोलाकार का ही होता है लेकिन वर्तमान में चोकोर टांके भी बनाए जाते हैं.
टांके मुख्यतः राजस्थान के ग्रामीण क्षेत्रों में ही बनाये गए है अर्थात देखने को मिलते है.,टांके मुख्यतः राजस्थान के ग्रामीण क्षेत्रों में ही बनाये गए है अर्थात देखने को मिलते हैं.
इस गढ्ढा रूपी टांके पर बड़ा लम्बा पत्थर जिसे राजस्थान की स्थानीय भाषा में  चीण   कहते है वो लगाते है.,इस गढ्ढा रूपी टांके पर बड़ा लम्बा पत्थर जिसे राजस्थान की स्थानीय भाषा में  चीण   कहते हैं वो लगाते हैं.
इस गढ्ढा रूपी टांके पर बड़ा लम्बा पत्थर जिसे राजस्थान की स्थानीय भाषा में  चीण   कहते है वो लगाते है.,इस गढ्ढा रूपी टांके पर बड़ा लम्बा पत्थर जिसे राजस्थान की स्थानीय भाषा में  चीण   कहते हैं वो लगाते हैं.
टांके मुख्यतः राजस्थान के ग्रामीण क्षेत्रों में ही बनाये गए है अर्थात देखने को मिलते हैं.,टांके मुख्यतः राजस्थान के ग्रामीण क्षेत्रों में ही बनाये गए हैं अर्थात देखने को मिलते हैं.
