enc_input,dec_input
"काला जदु के बारे में मिथक विभिन्न प्रकार की मान्यताएं काला जदु की प्रवृत्ति में हैं, जो कई नकारात्मक प्रभाव हैं.","काला जदु के बारे में मिथक विभिन्न प्रकार की मान्यताएं काला जदु की प्रवृत्ति में हैं, जिनमें कई नकारात्मक प्रभाव हैं."
इसे तीन और से ग्लेशियर ने घिरा हुआ है.,यह तीन ओर से ग्लेशियर ने घिरा हुआ है.
उनके पिता का नाम नारायण कुमार सिंह और माता का नाम कल्याणी देवी है.,उनका पिता का नाम नारायण कुमार सिंह और माता का नाम कल्याणी देवी है.
उनमें से हरेक इस बात के लिए उत्सुक थी कि उसकी पति ही चोर को पकड़े और राजा से इनाम ले.,उनमें से हरेक इस बात के लिए उत्सुक थी कि उसका पति ही चोर को पकड़े और राजा से इनाम ले.
उनमें से हरेक इस बात के लिए उत्सुक थी कि उसका पति ही चोर को पकडे ओर राजा से इनाम ले.,उनमें से हरेक इस बात के लिए उत्सुक थी कि उसकी पति ही चोर को पकडे ओर राजा से इनाम ले.
यह असम राज्य को छोड़कर अभी तक कहीं भी लागू नहीं किया गया है.,इसे असम राज्य को छोड़कर अभी तक कहीं भी लागू नहीं किया गया है.
इनके जन्म सन् 2000 में उत्तर प्रदेश के अयोध्या जिले में हुआ था.,इनका जन्म सन् 2000 में उत्तर प्रदेश के अयोध्या जिले में हुआ था.
मेरे पिता का नाम पयस् वर्गिस और माता की नाम सुमी है.,मेरी पिता का नाम पयस् वर्गिस और माता की नाम सुमी है.
मेरी नाम अमृत जयराम है.,मेरा नाम अमृत जयराम है.
"भारतीय राजनीति का मेरा पसंदीदा हिस्सा है निर्वाचन अभियान, पार्टी घोषणापत्र और विपक्षी पार्टी का आरोप है.","भारतीय राजनीति का मेरी पसंदीदा हिस्सा है निर्वाचन अभियान, पार्टी घोषणापत्र और विपक्षी पार्टी का आरोप है."
"मेरा शौक संगीत सुनना, पढ़ना, फिल्में देखना और खाना बनानी है.","मेरी शौक संगीत सुनना, पढ़ना, फिल्में देखना और खाना बनानी है."
मेरे पिता का नाम वेंकटरमनन है.,मेरी पिता का नाम वेंकटरमनन है.
"मेरा जन्म 9 मई, 2001 को कर्नाटक राज्य के बैंगलोर जिले में हुआ था.","मेरी जन्म 9 मई, 2001 को कर्नाटक राज्य के बैंगलोर जिले में हुआ था."
मेरी नाम मरिय रेजि है.,मेरा नाम मरिय रेजि है.
उन्होंने तमिल धारावाहिक में अभिनय किया जिसका शीर्षक लक्ष्मीनाद है जिसने बहुत प्रशंसा बटोरी.,उन्होंने तमिल धारावाहिक में अभिनय किया जिसका शीर्षक लक्ष्मीनाद है जिससे बहुत प्रशंसा बटोरी.
"उन्होने सेंट स्टीफन कॉलेज, दिल्ली से बीए अर्थशास्त्र  ऑनर्स   में स्नातक की डिग्री प्राप्त की और कॉर्नेल विश्वविद्यालय से एमबीए किया.","उन्होंने सेंट स्टीफन कॉलेज, दिल्ली से बीए अर्थशास्त्र  ऑनर्स   में स्नातक की डिग्री प्राप्त की और कॉर्नेल विश्वविद्यालय से एमबीए किया."
उन्होने बाद मे कई ओर नाटक लिखे.,उन्होंने बाद मे कई ओर नाटक लिखे.
इसे जीनोम के लगभग ० ०००१६५ भाग को ही क्षति पहुंचती है.,इससे जीनोम के लगभग ० ०००१६५ भाग को ही क्षति पहुंचती है.
उन्होने घर के एक कमरे में खुद को बंद कर दिया और तीन सप्ताह की अवधि में अपना उपन्यास लिखा.,उन्होंने घर के एक कमरे में खुद को बंद कर दिया और तीन सप्ताह की अवधि में अपना उपन्यास लिखा.
"मिथिला की ओर यात्रा करते समय, सीता ने औपचारिक घोड़े को रोकने और उसे आराम कराने का साहस किया.","मिथिला की ओर यात्रा करते समय, सीता ने औपचारिक घोड़े को रोकने और उसके आराम कराने का साहस किया."
फिल्म का निर्माण अभिषेक चौबे और रोनी स्क्रूवाला द्वारा किया गया है जो नेटफ्लिक्स पर 31 जुलाई 2020 को रिलीज़ किया गया.,फिल्म का निर्माण अभिषेक चौबे और रोनी स्क्रूवाला द्वारा किया गया है जिसे नेटफ्लिक्स पर 31 जुलाई 2020 को रिलीज़ किया गया.
मेरा पत्नी का नाम मीना हैं.,मेरी पत्नी का नाम मीना हैं.
"हालाँकि, हिन्दी भारत की राष्ट्रभाषा नहीं है क्योंकि भारत का संविधान में कोई भी भाषा को ऐसा दर्जा नहीं दिया गया था.","हालाँकि, हिन्दी भारत की राष्ट्रभाषा नहीं है क्योंकि भारत के संविधान में किसी भी भाषा को ऐसा दर्जा नहीं दिया गया था."
"हालांकि, हिन्दी भारत की राष्ट्रभाषा नहीं है, क्योंकि भारत के संविधान में कोई भी भाषा को ऐसा दर्जा नहीं दिया गया था.","हालांकि, हिन्दी भारत की राष्ट्रभाषा नहीं है, क्योंकि भारत के संविधान में किसी भी भाषा को ऐसा दर्जा नहीं दिया गया था."
हम इसे सुयोग्य अधिकारी बनने का सदा प्रयत्न करेंगे.,हम इसके सुयोग्य अधिकारी बनने का सदा प्रयत्न करेंगे.
"भारत एक लोकतांत्रिक गणराज्य है, जिसका द्विसदनात्मक संसद वेस्टमिन्स्टर शैली के संसदीय प्रणाली द्वारा संचालित है.","भारत एक लोकतांत्रिक गणराज्य है, जिसकी द्विसदनात्मक संसद वेस्टमिन्स्टर शैली की संसदीय प्रणाली द्वारा संचालित है."
"जब किसी स्वर प्रयोग नहीं हो, तो वहाँ पर अ माना जाता है.","जब कोई स्वर प्रयोग नहीं हो, तो वहाँ पर अ माना जाता है."
इसलिये इसे विश्व की प्रथम भाषा मानने में कहीं कोई संशय की संभावना नहीं हैं.,इसलिये इसे विश्व की प्रथम भाषा मानने में कहीं किसी संशय की संभावना नहीं है.
२  इसके सुस्पष्ट व्याकरण और वर्णमाला की वैज्ञानिकता के कारण सर्वश्रेष्ठता भी स्वयं सिद्ध है.,२  इसकी सुस्पष्ट व्याकरण और वर्णमाला की वैज्ञानिकता के कारण सर्वश्रेष्ठता भी स्वयं सिद्ध है.
डा राजेन्द्र प्रसाद ने संविधान सभा में एक वक्तव्य २४ जनवरी १९५० में दिया जो कि सवीकार कर लिया गया.,डा राजेन्द्र प्रसाद ने संविधान सभा में एक वक्तव्य २४ जनवरी १९५० में दिया जिसे कि सवीकार कर लिया गया.
"इसकी अन्तर्गत कई मत और सम्प्रदाय आते हैं, और सभी को बराबर श्रद्धा दी जाती है.","इसके अन्तर्गत कई मत और सम्प्रदाय आते हैं, और सभी को बराबर श्रद्धा दी जाती है."
"जब अरब से मुस्लिम हमलावर भारत में आए, तो उन्होने भारत के मूल धर्मावलम्बियों को हिन्दू कहना शुरू कर दिया.","जब अरब से मुस्लिम हमलावर भारत में आए, तो उन्होंने भारत के मूल धर्मावलम्बियों को हिन्दू कहना शुरू कर दिया."
धर्म शब्द का पश्चिमी भाषाओं में कोई समतुल्य शब्द का पाना बहुत कठिन है.,धर्म शब्द का पश्चिमी भाषाओं में किसी समतुल्य शब्द का पाना बहुत कठिन है.
यह श्रीराम की विरासत थी जिसे उन्होने अपने भाई लक्ष्मण को समर्पित कर दिया था.,यह श्रीराम की विरासत थी जिसे उन्होंने अपने भाई लक्ष्मण को समर्पित कर दिया था.
चिन्हट अपनी टेराकोटा एवं पोर्सिलेन उत्पादों के लिए प्रसिद्ध है.,चिन्हट अपने टेराकोटा एवं पोर्सिलेन उत्पादों के लिए प्रसिद्ध है.
इसके अन्य कारण जिजिया कर जो धिम्मी  काफ़िर  लोगो पर लगाया जाता था से भी बचा जा सकता था.,इसका अन्य कारण जिजिया कर जो धिम्मी  काफ़िर  लोगो पर लगाया जाता था से भी बचा जा सकता था.
"उन्होने लम्बे समय तक राष्ट्रधर्म , पांचजन्य और वीर अर्जुन आदि राष्ट्रीय भावना से ओत प्रोत अनेक पत्र पत्रिकाओं का सम्पादन भी किया.","उन्होंने लम्बे समय तक राष्ट्रधर्म , पांचजन्य और वीर अर्जुन आदि राष्ट्रीय भावना से ओत प्रोत अनेक पत्र पत्रिकाओं का सम्पादन भी किया."
जंगबहादुर की जीत के बाद राणा खानदान उन्होने सुरुकिया व राणा शासन लागु किया.,जंगबहादुर की जीत के बाद राणा खानदान उन्होंने सुरुकिया व राणा शासन लागु किया.
"इसके पूर्वी सरहद पर लाओस और कम्बोडिया, दक्षिणी सरहद पर मलेशिया और पश्चिमी सरहद पर म्यानमार है.","इसकी पूर्वी सरहद पर लाओस और कम्बोडिया, दक्षिणी सरहद पर मलेशिया और पश्चिमी सरहद पर म्यानमार है."
""" यह लेख अपने में है.",""" ये लेख अपनी में है."
चार दिन बाद महासभा के चुनाव से उन्होने अपना पहला सत्र 1 जनवरी 1997 से प्रारंभ किया.,चार दिन बाद महासभा के चुनाव से उन्होंने अपना पहला सत्र 1 जनवरी 1997 से प्रारंभ किया.
आप या आप कोई भी लेख को बदल सकतें है या बढा सकते है.,आप या आप किसी भी लेख को बदल सकतें है या बढा सकते है.
आपको सुझाव एवं विचार आमंत्रित हैं.,आपके सुझाव एवं विचार आमंत्रित हैं.
आशा करता हूँ कि इसे मुखपृष्ठ समाचार प्रभावित नहीं होगा.,आशा करता हूँ कि इससे मुखपृष्ठ समाचार प्रभावित नहीं होगा.
इस अलावा मैं वर्तमान प्रबंधकों से सूची में सुधारने का निवेदन करना चाहूँगा.,इसके अलावा मैं वर्तमान प्रबंधकों से सूची को सुधारने का निवेदन करना चाहूँगा.
यदि आप मेरा इस बात से असहमत भी हों तो मेरा सम्मान आपके लिए कम नहीं होगा.,यदि आप मेरी इस बात से असहमत भी हों तो मेरा सम्मान आपके लिए कम नहीं होगा.
"उन्होने 1952, 1957 व 1962 के चुनावों में कांग्रेस पार्टी को भारी बहुमत से जिताने के लिए बहुत परिश्रम किया.","उन्होंने 1952, 1957 व 1962 के चुनावों में कांग्रेस पार्टी को भारी बहुमत से जिताने के लिए बहुत परिश्रम किया."
पर अपनी रचनाओं व कर्म के द्वारा उन्होने सनातन धर्म को भी आगे बढ़ाया.,पर अपनी रचनाओं व कर्म के द्वारा उन्होंने सनातन धर्म को भी आगे बढ़ाया.
उन्होने कुछ पुस्तकों का अंग्रेजी में अनुवाद भी किया.,उन्होंने कुछ पुस्तकों का अंग्रेजी में अनुवाद भी किया.
उनके दो संतान हैं,उनकी दो संतान हैं
उन्होने सरकार बनाने की असफल कोशिश भी की.,उन्होंने सरकार बनाने की असफल कोशिश भी की.
मेरी तकनीकी ज्ञान अच्छी है और यही मेरे प्रबंधन के आग्रह का मुख्य कारण है.,मेरा तकनीकी ज्ञान अच्छा है और यही मेरे प्रबंधन के आग्रह का मुख्य कारण है.
जैसे जैसे अकबर की आयु बदती गई वैसे वैसे उसका धर्म की प्रति रूचि बदने लगी.,जैसे जैसे अकबर की आयु बदती गई वैसे वैसे उसकी धर्म के प्रति रूचि बदने लगी.
किंतु अकबर पढ़ लिख नहीं सका वो केवल सैन्य शिक्षा ले सका.,किंतु अकबर पढ़ लिख नहीं सका वह केवल सैन्य शिक्षा ले सका.
फिर भी इसका विकास के लिए नेपाल की सरकार अभी तक कोई कदम नहीं उठाया है.,फिर भी इसके विकास के लिए नेपाल की सरकार अभी तक कोई कदम नहीं उठाया है.
उनके लेखन सिक्खों के आदि ग्रंथ में भी देखने को मिलता है.,उनका लेखन सिक्खों के आदि ग्रंथ में भी देखने को मिलता है.
"इनके दो संतान हैं, श्वेता नंदा और अभिषेक बच्चन, जो एक अभिनेता भी हैं और जिनका विवाह ऐश्वर्या राय से हुआ है.","इनकी दो संतान हैं, श्वेता नंदा और अभिषेक बच्चन, जो एक अभिनेता भी हैं और जिनका विवाह ऐश्वर्या राय से हुआ है."
उन्होने इलाहाबाद विश्वविद्यालय में अध्यापन किया.,उन्होंने इलाहाबाद विश्वविद्यालय में अध्यापन किया.
उसके मौत के बाद प्रतिहार ने वहां शासन करना आरंभ कर दिया और अपनी राजधानी कन्नौज बना ली.,उसकी मौत के बाद प्रतिहार ने वहां शासन करना आरंभ कर दिया और अपनी राजधानी कन्नौज बना ली.
उन्होने वकालत भी की हुई है.,उन्होंने वकालत भी की हुई है.
इसके बाद उन्होने कई कन्नड़ तथा हिन्दी फिल्मों का निर्देशन किया.,इसके बाद उन्होंने कई कन्नड़ तथा हिन्दी फिल्मों का निर्देशन किया.
उन्होने डच लोगों से मदद की अपील की.,उन्होंने डच लोगों से मदद की अपील की.
तेज गेंदबाज बनने के लिये उन्होने एम०आर०एफ० पेस फाउंडेशन के अभ्यास कार्यक्रम में शिरकत की.,तेज गेंदबाज बनने के लिये उन्होंने एम०आर०एफ० पेस फाउंडेशन के अभ्यास कार्यक्रम में शिरकत की.
"इसके विद्रोह में ही, ब्रिटिश राज से मुक्ति पाने की पहली चिंगारी भड़क उठी, जिसमें शहरी जनता का पूरा समर्थन मिला.","इसके विद्रोह में ही, ब्रिटिश राज से मुक्ति पाने की पहली चिंगारी भड़क उठी, जिसे शहरी जनता का पूरा समर्थन मिला."
गंगोत्री तथा अन्य स्थानों पर गंगा के मंदिर और मूर्तियाँ भी स्थापित हैं जिन्हें दर्शन कर श्रद्धालु स्वयं को कृतार्थ समझते हैं.,गंगोत्री तथा अन्य स्थानों पर गंगा के मंदिर और मूर्तियाँ भी स्थापित हैं जिनके दर्शन कर श्रद्धालु स्वयं को कृतार्थ समझते हैं.
अनुराधा ने 1973 में आई अमिताभ और जया की फिल्म अभिमान से अपना करियर शुरू किया था जिसमे उन्होने एक श्लोक गीत गया था.,अनुराधा ने 1973 में आई अमिताभ और जया की फिल्म अभिमान से अपना करियर शुरू किया था जिसमे उन्होंने एक श्लोक गीत गया था.
"अनुराधा ने कभी शास्त्रीय संगीत का प्रशिक्षण नहीं लिया, ये कहते हुए कि उन्होने कई बार कोशिश की पर बात नहीं बनी.","अनुराधा ने कभी शास्त्रीय संगीत का प्रशिक्षण नहीं लिया, ये कहते हुए कि उन्होंने कई बार कोशिश की पर बात नहीं बनी."
उन्होने लताजी को सुनते सुनते और खुद घंटो अभ्यास करते करते ही अपने सुर बनाए.,उन्होंने लताजी को सुनते सुनते और खुद घंटो अभ्यास करते करते ही अपने सुर बनाए.
"उन्होने अन्य संगीतकारों  राजेश रोशन, जे देव, कल्याणजी आनन्दजी   के साथ भी अच्छी जोड़ी बनाई.","उन्होंने अन्य संगीतकारों  राजेश रोशन, जे देव, कल्याणजी आनन्दजी   के साथ भी अच्छी जोड़ी बनाई."
इस फिल्म मे उन्होने लक्ष्मीकान्त प्यारेलाल के साथ जोड़ी बनाई.,इस फिल्म मे उन्होंने लक्ष्मीकान्त प्यारेलाल के साथ जोड़ी बनाई.
इसके बाद उन्होने टी सीरीज़ के गुलशन कुमार के साथ हाथ मिलाया और कई नये चेहरों को बॉलीवुड में दाखिला दिलाया.,इसके बाद उन्होंने टी सीरीज़ के गुलशन कुमार के साथ हाथ मिलाया और कई नये चेहरों को बॉलीवुड में दाखिला दिलाया.
"अपनी सफलता के चरम पर उन्होने केवल टी सीरीज़ के साथ काम करने की घोषणा कर दी, जिसका लाभ अल्का याग्निक को मिला.","अपनी सफलता के चरम पर उन्होंने केवल टी सीरीज़ के साथ काम करने की घोषणा कर दी, जिसका लाभ अल्का याग्निक को मिला."
विश्व के वाङ्मय में इनसे प्राचीनतम पुस्तक माना जाता है.,विश्व के वाङ्मय में इनको प्राचीनतम पुस्तक माना जाता है.
"लक्ष्मण ने जाने से पहले एक रेखा खीची, जिसे लक्ष्मण रेखा के नाम से प्रसिद्ध है.","लक्ष्मण ने जाने से पहले एक रेखा खीची, जो लक्ष्मण रेखा के नाम से प्रसिद्ध है."
उन्होने समता मंच की स्थापना की.,उन्होंने समता मंच की स्थापना की.
उन्होने अपने क्रिकेट करीयर की शुरुआत १९७५ में हरयाना की ओर से पञाब के विरुध घरेलू क्रिकेट से करी.,उन्होंने अपने क्रिकेट करीयर की शुरुआत १९७५ में हरयाना की ओर से पञाब के विरुध घरेलू क्रिकेट से करी.
श्री लन्का के विरुध १९८२ ८३ में उन्होने अपनी कप्तानी में प्रथम प्रवेश किया.,श्री लन्का के विरुध १९८२ ८३ में उन्होंने अपनी कप्तानी में प्रथम प्रवेश किया.
मोहम्मग अज़हरुद्दीन की कप्तानी में उन्होने १९९२ के विश्व कप में अपना आखरी अन्तर राष्ट्रिया खेल खेला.,मोहम्मग अज़हरुद्दीन की कप्तानी में उन्होंने १९९२ के विश्व कप में अपना आखरी अन्तर राष्ट्रिया खेल खेला.
उन्होने अपने क्रिकेट व्यवसाय में एक दिवसीय क्रिकेट में २२५ और टेस्ट क्रिकेट में १३१ मैच खेले.,उन्होंने अपने क्रिकेट व्यवसाय में एक दिवसीय क्रिकेट में २२५ और टेस्ट क्रिकेट में १३१ मैच खेले.
गेन्दबाज़ी करते हुए उन्होने एक दिवसीय तथा टेस्ट क्रिकेट में २५३ तथा ४३४ विकेट लिये क्रमश.,गेन्दबाज़ी करते हुए उन्होंने एक दिवसीय तथा टेस्ट क्रिकेट में २५३ तथा ४३४ विकेट लिये क्रमश.
उन्होने एक दिवसीय क्रिकेट में १ और टेस्ट क्रिकेत में ८ शतक लगायी है.,उन्होंने एक दिवसीय क्रिकेट में १ और टेस्ट क्रिकेत में ८ शतक लगायी है.
मनोज प्रभाकर द्वारा सट्टेबाज़ी में फसाये जाने के बाद उन्होने अपने कोच के पद को त्याग दिया.,मनोज प्रभाकर द्वारा सट्टेबाज़ी में फसाये जाने के बाद उन्होंने अपने कोच के पद को त्याग दिया.
२००५ में उन्होने खुशी नामक एक राष्ट्रीय सरकारी संगठन की स्थाप्ना की.,२००५ में उन्होंने खुशी नामक एक राष्ट्रीय सरकारी संगठन की स्थाप्ना की.
२४ सितम्बर २००८ को उन्होने भार्तीय प्रादेशिक सेना में भाग लिया और उन्हे लेफ्टिनेंट कर्नल के रूप में चुना गया.,२४ सितम्बर २००८ को उन्होंने भार्तीय प्रादेशिक सेना में भाग लिया और उन्हे लेफ्टिनेंट कर्नल के रूप में चुना गया.
"उन्होने इक़्बाल, चैन खुली की मैन खुली तथा मुझसे शादी करोगी जैसी फिल्मो में छोटे किर्दार भी निभाए हैं.","उन्होंने इक़्बाल, चैन खुली की मैन खुली तथा मुझसे शादी करोगी जैसी फिल्मो में छोटे किर्दार भी निभाए हैं."
"उनकी प्रारंभिक शिक्षा हैदराबाद के एन ए एस आर स्कूल में हुई, तत्पश्चात उन्होने हैदराबाद के ही सेंट मैरी कॉलेज से स्नातक किया.","उनकी प्रारंभिक शिक्षा हैदराबाद के एन ए एस आर स्कूल में हुई, तत्पश्चात उन्होंने हैदराबाद के ही सेंट मैरी कॉलेज से स्नातक किया."
महिलाओं के एकल मुक़ाबले में दोहा एशियाई खेलों में उन्होने रजत पदक जीता.,महिलाओं के एकल मुक़ाबले में दोहा एशियाई खेलों में उन्होंने रजत पदक जीता.
विबंलडन का यह खिताब जीत कर उन्होने इतिहास रच डाला.,विबंलडन का यह खिताब जीत कर उन्होंने इतिहास रच डाला.
इसके साथ ही उन्होने उन देशों पर बड़ी चालाकी से अंग्रेज़ी भी लाद दी.,इसके साथ ही उन्होंने उन देशों पर बड़ी चालाकी से अंग्रेज़ी भी लाद दी.
एक दिन एक ऐसा वाकया हुआ जिसने उसके मन को मोह लिया.,एक दिन एक ऐसा वाकया हुआ जिसने उसका मन को मोह लिया.
उन्होने अमेरिका स्थित शिकागो नगर में सन् १८९३ में आयोजित विश्व धर्म महासम्मेलन में सनातन धर्म का प्रतिनिधित्व किया था.,उन्होंने अमेरिका स्थित शिकागो नगर में सन् १८९३ में आयोजित विश्व धर्म महासम्मेलन में सनातन धर्म का प्रतिनिधित्व किया था.
"उन्होने रामकृष्ण मिशन की स्थापना की, जो आज भी अपना काम कर रहा है.","उन्होंने रामकृष्ण मिशन की स्थापना की, जो आज भी अपना काम कर रहा है."
पर उसका सेना ने थकान के कारण आगे बढ़ने से इन्कार कर दिया.,पर उसकी सेना ने थकान के कारण आगे बढ़ने से इन्कार कर दिया.
परमेश्वर वो सर्वोच्च परालौकिक शक्ति है जिसे इस संसार का स्रष्टा और शासक माना जाता है.,परमेश्वर वह सर्वोच्च परालौकिक शक्ति है जिसे इस संसार का स्रष्टा और शासक माना जाता है.
"इसका व्याकरण, शब्दावली, ध्वनि तन्त्र और संगीतमय बोली इसे संस्कृत के काफ़ी करीब रख देते हैं.","इसके व्याकरण, शब्दावली, ध्वनि तन्त्र और संगीतमय बोली इसे संस्कृत के काफ़ी करीब रख देते हैं."
"वे एक बड़े घर में रहते थे, परन्तु स्थानीय नागरिकों में अपनी दम्भपूर्ण व्यवहार के कारण बदनाम भी थे.","वे एक बड़े घर में रहते थे, परन्तु स्थानीय नागरिकों में अपने दम्भपूर्ण व्यवहार के कारण बदनाम भी थे."
सत्यवती के विवाह के पश्‍चात् वहाँ भृगु ऋषि ने आकर अपने पुत्रवधू को आशीर्वाद दिया और उससे वर माँगने के लिये कहा.,सत्यवती के विवाह के पश्‍चात् वहाँ भृगु ऋषि ने आकर अपनी पुत्रवधू को आशीर्वाद दिया और उससे वर माँगने के लिये कहा.
"उन्होने शिक्षा, प्रशासन, धर्म इत्यादि के क्षेत्रों में पारम्परिकता छोड़ी और तुर्की को आधुनिक राष्ट्र के रूप में स्थापित किया.","उन्होंने शिक्षा, प्रशासन, धर्म इत्यादि के क्षेत्रों में पारम्परिकता छोड़ी और तुर्की को आधुनिक राष्ट्र के रूप में स्थापित किया."
"उनका तीन कविता संग्रह "" पूर्वा "", "" वक्त के साथ "" और "" चोंच में आकाश "" नाम से प्रकाशित हुए हैं.","उनके तीन कविता संग्रह "" पूर्वा "", "" वक्त के साथ "" और "" चोंच में आकाश "" नाम से प्रकाशित हुए हैं."
1903 में 16 वर्ष की आयु में ही उनके विवाह दूर के रिश्ते की बहन सिवाकामू के साथ सम्पन्न हो गया.,1903 में 16 वर्ष की आयु में ही उनका विवाह दूर के रिश्ते की बहन सिवाकामू के साथ सम्पन्न हो गया.
 उन्होने दक्षिण भारत में हिन्दी के प्रचार प्रसार के लिये बहुत कार्य किया., उन्होंने दक्षिण भारत में हिन्दी के प्रचार प्रसार के लिए बहुत कार्य किया.
बाद मे उन्होने काशी विद्यापीठ की स्थापना की और वहाँ वे प्रमुख अध्यापक भी थे.,बाद मे उन्होंने काशी विद्यापीठ की स्थापना की और वहाँ वे प्रमुख अध्यापक भी थे.
"इसका व्यापारिक संबंध संयुक्त राज्य अमरीका, ब्रिटेन, फ्रांस, इटली, जापान, बेल्जियम, कनाडा, नीदरलैंड आदि देशों से है.","इसके व्यापारिक संबंध संयुक्त राज्य अमरीका, ब्रिटेन, फ्रांस, इटली, जापान, बेल्जियम, कनाडा, नीदरलैंड आदि देशों से हैं."
आंबेडकर वापस अपने देश एक प्रसिद्ध विद्वान के रूप में लौट आए और इसके बाद कुछ साल तक उन्होने वकालत का अभ्यास किया.,आंबेडकर वापस अपने देश एक प्रसिद्ध विद्वान के रूप में लौट आए और इसके बाद कुछ साल तक उन्होंने वकालत का अभ्यास किया.
1955 में उन्होने भारतीय बौद्ध महासभा यानी बुद्धिस्ट सोसाइटी ऑफ इंडिया की स्थापना की.,1955 में उन्होंने भारतीय बौद्ध महासभा यानी बुद्धिस्ट सोसाइटी ऑफ इंडिया की स्थापना की.
"1939 मे उन्होने द्वितीय विश्वयुद्ध के दौरान, अंग्रेज सरकार के खिलाफ लोक आंदोलन का नेतृत्व किया.","1939 मे उन्होंने द्वितीय विश्वयुद्ध के दौरान, अंग्रेज सरकार के खिलाफ लोक आंदोलन का नेतृत्व किया."
उन्होने सरकार को किराया और राजस्व रोकने के अभियान चलाए.,उन्होंने सरकार को किराया और राजस्व रोकने के अभियान चलाए.
उन्होने स्वतंत्रता संग्राम के दौरान हथियारों के उपयोग को सही समझा.,उन्होंने स्वतंत्रता संग्राम के दौरान हथियारों के उपयोग को सही समझा.
उन्होने एम ए की डिग्री हासिल की.,उन्होंने एम ए की डिग्री हासिल की.
जेल से छूटने के बाद उन्होने गांधी और सुभाष चंद्र बोस के बीच सुलह का प्रयास किया.,जेल से छूटने के बाद उन्होंने गांधी और सुभाष चंद्र बोस के बीच सुलह का प्रयास किया.
उनका कोई मानक वर्तनी नहीं है.,उनकी कोई मानक वर्तनी नहीं है.
कभी कभी उसकी शोभायात्रा भी निकाली जाती है तथा सदा उसके अनुसार चलने का प्रयत्न किया जाता है.,कभी कभी उनकी शोभायात्रा भी निकाली जाती है तथा सदा उनके अनुसार चलने का प्रयत्न किया जाता है.
